Data_Type,rt,response,subj_idx,condition,correct,stimulus
Synth,0.715902768,0,P025,3-back,1,0
Synth,1.213745048,0,P025,3-back,1,0
Synth,1.044103965,0,P025,3-back,1,0
Synth,0.580071237,0,P025,3-back,1,0
Synth,0.588268504,0,P025,3-back,1,0
Synth,0.847251788,0,P025,3-back,1,0
Synth,0.838451417,0,P025,3-back,1,0
Synth,0.893355006,0,P025,3-back,1,0
Synth,0.52274203,0,P025,3-back,1,0
Synth,0.84366891,0,P025,3-back,1,0
Synth,0.452307801,0,P025,3-back,1,0
Synth,1.102648257,0,P025,3-back,1,0
Synth,0.824463241,0,P025,3-back,1,0
Synth,0.669746332,0,P025,3-back,1,0
Synth,0.800053909,0,P025,3-back,1,0
Synth,0.66604273,0,P025,3-back,1,0
Synth,0.857634342,0,P025,3-back,1,0
Synth,0.946707656,0,P025,3-back,1,0
Synth,0.680029492,0,P025,3-back,1,0
Synth,0.70746473,0,P025,3-back,1,0
Synth,0.52309231,0,P025,3-back,1,0
Synth,0.965975753,1,P025,3-back,0,0
Synth,0.553481101,0,P025,3-back,1,0
Synth,0.999714116,0,P025,3-back,1,0
Synth,0.809876996,0,P025,3-back,1,0
Synth,0.513645348,0,P025,3-back,1,0
Synth,0.746055139,1,P025,3-back,0,0
Synth,0.381387139,0,P025,3-back,1,0
Synth,0.433242848,0,P025,3-back,1,0
Synth,0.982280496,0,P025,3-back,1,0
Synth,0.630684943,0,P025,3-back,1,0
Synth,0.786582799,0,P025,3-back,1,0
Synth,0.718737732,0,P025,3-back,1,0
Synth,0.754378189,1,P025,3-back,0,0
Synth,0.664690595,0,P025,3-back,1,0
Synth,1.151153252,0,P025,3-back,1,0
Synth,0.691355888,0,P025,3-back,1,0
Synth,0.69496874,1,P025,3-back,0,0
Synth,1.422887936,0,P025,3-back,1,0
Synth,0.5988512,0,P025,3-back,1,0
Synth,0.854319978,0,P025,3-back,1,0
Synth,1.050220438,0,P025,3-back,1,0
Synth,0.802322558,0,P025,3-back,1,0
Synth,0.984070955,0,P025,3-back,1,0
Synth,0.605540871,0,P025,3-back,1,0
Synth,0.712004864,0,P025,3-back,1,0
Synth,0.930934596,0,P025,3-back,1,0
Synth,0.534844862,0,P025,3-back,1,0
Synth,0.519280774,0,P025,3-back,1,0
Synth,0.445561832,0,P025,3-back,1,0
Synth,1.11658849,0,P025,3-back,1,0
Synth,0.914396764,0,P025,3-back,1,0
Synth,0.690993602,1,P025,3-back,0,0
Synth,0.534007812,1,P025,3-back,0,0
Synth,0.479310171,0,P025,3-back,1,0
Synth,0.758449374,0,P025,3-back,1,0
Synth,0.426123234,0,P025,3-back,1,0
Synth,0.889117152,0,P025,3-back,1,0
Synth,0.529610191,0,P025,3-back,1,0
Synth,0.470566711,0,P025,3-back,1,0
Synth,0.894392801,0,P025,3-back,1,0
Synth,0.686397063,0,P025,3-back,1,0
Synth,1.394462887,0,P025,3-back,1,0
Synth,0.773286546,0,P025,3-back,1,0
Synth,0.440959885,1,P025,3-back,0,0
Synth,0.954932993,0,P025,3-back,1,0
Synth,0.609419333,0,P025,3-back,1,0
Synth,0.630522297,0,P025,3-back,1,0
Synth,0.51367479,1,P025,3-back,0,0
Synth,0.751441559,0,P025,3-back,1,0
Synth,0.723325527,0,P025,3-back,1,0
Synth,0.568718979,0,P025,3-back,1,0
Synth,0.620083032,0,P025,3-back,1,0
Synth,1.261892844,0,P025,3-back,1,0
Synth,0.854096492,0,P025,3-back,1,0
Synth,0.751122206,0,P025,3-back,1,0
Synth,0.479217098,0,P025,3-back,1,0
Synth,0.738986417,0,P025,3-back,1,0
Synth,0.791012204,0,P025,3-back,1,0
Synth,0.707110102,0,P025,3-back,1,0
Synth,0.6706303,0,P025,3-back,1,0
Synth,1.253372604,0,P025,3-back,1,0
Synth,0.597616831,0,P025,3-back,1,0
Synth,0.836433725,0,P025,3-back,1,0
Synth,0.565433252,0,P025,3-back,1,0
Synth,0.925407596,0,P025,3-back,1,0
Synth,1.683055236,0,P025,3-back,1,0
Synth,0.487854273,0,P025,3-back,1,0
Synth,0.849992175,0,P025,3-back,1,0
Synth,0.572681324,1,P025,3-back,0,0
Synth,0.815762481,0,P025,3-back,1,0
Synth,0.954868666,0,P025,3-back,1,0
Synth,1.415894617,1,P025,3-back,0,0
Synth,1.791208697,0,P025,3-back,1,0
Synth,0.884379021,0,P025,3-back,1,0
Synth,0.606864797,0,P025,3-back,1,0
Synth,0.810996442,0,P025,3-back,1,0
Synth,0.607187178,0,P025,3-back,1,0
Synth,0.449874743,0,P025,3-back,1,0
Synth,0.509877508,0,P025,3-back,1,0
Synth,0.48238728,0,P025,3-back,1,0
Synth,0.54505056,0,P025,3-back,1,0
Synth,0.726982241,0,P025,3-back,1,0
Synth,0.850232591,0,P025,3-back,1,0
Synth,0.917580849,0,P025,3-back,1,0
Synth,1.136149342,0,P025,3-back,1,0
Synth,0.847205014,0,P025,3-back,1,0
Synth,0.642693487,0,P025,3-back,1,0
Synth,0.588665005,0,P025,3-back,1,0
Synth,1.228690879,1,P025,3-back,0,0
Synth,0.449073104,0,P025,3-back,1,0
Synth,0.530481244,0,P025,3-back,1,0
Synth,0.664343545,1,P025,3-back,0,0
Synth,1.928414429,0,P025,3-back,1,0
Synth,0.426140052,0,P025,3-back,1,0
Synth,0.653509275,0,P025,3-back,1,0
Synth,0.849843791,0,P025,3-back,1,0
Synth,0.414907136,0,P025,3-back,1,0
Synth,0.908193472,0,P025,3-back,1,0
Synth,1.060029765,0,P025,3-back,1,0
Synth,0.78216659,0,P025,3-back,1,0
Synth,0.966117687,0,P025,3-back,1,0
Synth,0.765362145,0,P025,3-back,1,0
Synth,0.935634376,0,P025,3-back,1,0
Synth,0.579788904,0,P025,3-back,1,0
Synth,0.759388677,0,P025,3-back,1,0
Synth,0.947380418,0,P025,3-back,1,0
Synth,0.523745436,0,P025,3-back,1,0
Synth,1.070718566,0,P025,3-back,1,0
Synth,0.754235796,0,P025,3-back,1,0
Synth,0.513105694,0,P025,3-back,1,0
Synth,0.599947036,0,P025,3-back,1,0
Synth,0.829633498,0,P025,3-back,1,0
Synth,1.07747812,1,P025,3-back,0,0
Synth,0.761255713,0,P025,3-back,1,0
Synth,1.311857218,1,P025,3-back,0,0
Synth,0.433443152,0,P025,3-back,1,0
Synth,0.6930727,0,P025,3-back,1,0
Synth,0.55252029,0,P025,3-back,1,0
Synth,0.698111703,1,P025,3-back,0,0
Synth,0.563773898,0,P025,3-back,1,0
Synth,1.047557998,1,P025,3-back,0,0
Synth,0.593941427,0,P025,3-back,1,0
Synth,1.242356798,1,P025,3-back,0,0
Synth,1.352584407,0,P025,3-back,1,0
Synth,0.755744492,0,P025,3-back,1,0
Synth,0.475092728,0,P025,3-back,1,0
Synth,1.127870945,0,P025,3-back,1,0
Synth,0.532839827,0,P025,3-back,1,0
Synth,0.80771562,0,P025,3-back,1,0
Synth,0.686800793,0,P025,3-back,1,0
Synth,0.612658071,0,P025,3-back,1,0
Synth,0.625228341,0,P025,3-back,1,0
Synth,0.686995418,0,P025,3-back,1,0
Synth,1.062051455,0,P025,3-back,1,0
Synth,0.781892206,0,P025,3-back,1,0
Synth,0.650728703,0,P025,3-back,1,0
Synth,0.944852364,0,P025,3-back,1,0
Synth,0.623782514,0,P025,3-back,1,0
Synth,0.995628459,0,P025,3-back,1,0
Synth,0.51058654,0,P025,3-back,1,0
Synth,0.831945088,1,P025,3-back,0,0
Synth,0.675509185,0,P025,3-back,1,0
Synth,0.903606311,1,P025,3-back,0,0
Synth,0.777751947,0,P025,3-back,1,0
Synth,0.779212125,0,P025,3-back,1,0
Synth,0.817476909,0,P025,3-back,1,0
Synth,0.852588046,0,P025,3-back,1,0
Synth,0.716035587,0,P025,3-back,1,0
Synth,1.124271956,0,P025,3-back,1,0
Synth,0.897310408,0,P025,3-back,1,0
Synth,0.941055402,0,P025,3-back,1,0
Synth,0.361855854,0,P025,3-back,1,0
Synth,0.97858301,1,P025,3-back,0,0
Synth,0.709560785,1,P025,3-back,0,0
Synth,0.787927376,0,P025,3-back,1,0
Synth,0.860159938,0,P025,3-back,1,0
Synth,0.969073617,0,P025,3-back,1,0
Synth,0.539060681,0,P025,3-back,1,0
Synth,0.694138866,0,P025,3-back,1,0
Synth,0.595910633,0,P025,3-back,1,0
Synth,1.063902763,0,P025,3-back,1,0
Synth,0.675758196,0,P025,3-back,1,0
Synth,0.771149027,0,P025,3-back,1,0
Synth,0.509897927,0,P025,3-back,1,0
Synth,0.493443554,0,P025,3-back,1,0
Synth,1.263068974,0,P025,3-back,1,0
Synth,0.779442889,0,P025,3-back,1,0
Synth,1.120321264,0,P025,3-back,1,0
Synth,0.596590459,0,P025,3-back,1,0
Synth,0.689016316,0,P025,3-back,1,0
Synth,0.435232476,0,P025,3-back,1,0
Synth,0.820583385,0,P025,3-back,1,0
Synth,1.242016292,0,P025,3-back,1,0
Synth,1.086233445,0,P025,3-back,1,0
Synth,0.813461468,0,P025,3-back,1,0
Synth,0.675936433,0,P025,3-back,1,0
Synth,0.637503582,0,P025,3-back,1,0
Synth,0.816581915,0,P025,3-back,1,0
Synth,1.350612451,0,P025,3-back,1,0
Synth,0.834711196,0,P025,3-back,1,0
Synth,0.610214863,0,P025,3-back,1,0
Synth,0.636948833,0,P025,3-back,1,0
Synth,0.590720096,0,P025,3-back,1,0
Synth,0.738693551,0,P025,3-back,1,0
Synth,0.518898835,0,P025,3-back,1,0
Synth,0.548421361,0,P025,3-back,1,0
Synth,0.805127666,1,P025,3-back,0,0
Synth,0.607315932,0,P025,3-back,1,0
Synth,0.696821419,0,P025,3-back,1,0
Synth,0.923375205,1,P025,3-back,0,0
Synth,0.88673506,0,P025,3-back,1,0
Synth,0.556516525,0,P025,3-back,1,0
Synth,0.686568853,0,P025,3-back,1,0
Synth,0.832043871,0,P025,3-back,1,0
Synth,0.599260944,1,P025,3-back,0,0
Synth,0.621777264,0,P025,3-back,1,0
Synth,0.478138037,1,P025,3-back,0,0
Synth,0.941529033,0,P025,3-back,1,0
Synth,0.417468857,0,P025,3-back,1,0
Synth,0.520767413,0,P025,3-back,1,0
Synth,0.749488733,0,P025,3-back,1,0
Synth,0.554516469,0,P025,3-back,1,0
Synth,0.464255308,0,P025,3-back,1,0
Synth,0.746453404,0,P025,3-back,1,0
Synth,0.952866516,0,P025,3-back,1,0
Synth,1.774468429,1,P025,3-back,0,0
Synth,0.602843802,0,P025,3-back,1,0
Synth,0.496930616,0,P025,3-back,1,0
Synth,0.616289568,1,P025,3-back,0,0
Synth,0.499921687,0,P025,3-back,1,0
Synth,0.567902624,0,P025,3-back,1,0
Synth,0.845875749,0,P025,3-back,1,0
Synth,0.535072952,0,P025,3-back,1,0
Synth,1.196817291,0,P025,3-back,1,0
Synth,0.909022861,0,P025,3-back,1,0
Synth,0.60195463,0,P025,3-back,1,0
Synth,0.894266859,1,P025,3-back,0,0
Synth,1.283536578,0,P025,3-back,1,0
Synth,0.754960522,0,P025,3-back,1,0
Synth,0.702509168,0,P025,3-back,1,0
Synth,0.742430489,0,P025,3-back,1,0
Synth,0.744279083,0,P025,3-back,1,0
Synth,0.839418794,0,P025,3-back,1,0
Synth,0.802560393,0,P025,3-back,1,0
Synth,1.358054953,1,P025,3-back,0,0
Synth,0.50581306,0,P025,3-back,1,0
Synth,0.731931183,0,P025,3-back,1,0
Synth,0.517199917,0,P025,3-back,1,0
Synth,0.447395108,0,P025,3-back,1,0
Synth,0.838229279,0,P025,3-back,1,0
Synth,0.873734199,0,P025,3-back,1,0
Synth,0.769027341,0,P025,3-back,1,0
Synth,0.500059981,0,P025,3-back,1,0
Synth,0.577139857,0,P025,3-back,1,0
Synth,0.710761957,0,P025,3-back,1,0
Synth,1.096490359,0,P025,3-back,1,0
Synth,0.711537557,0,P025,3-back,1,0
Synth,0.763012463,0,P025,3-back,1,0
Synth,1.37426574,1,P025,3-back,0,0
Synth,0.505288954,0,P025,3-back,1,0
Synth,0.703993789,0,P025,3-back,1,0
Synth,1.73172987,1,P025,3-back,0,0
Synth,0.992399129,0,P025,3-back,1,0
Synth,0.967824906,0,P025,3-back,1,0
Synth,0.823489869,0,P025,3-back,1,0
Synth,0.489496074,0,P025,3-back,1,0
Synth,0.734424181,0,P025,3-back,1,0
Synth,0.82617943,0,P025,3-back,1,0
Synth,1.096127728,0,P025,3-back,1,0
Synth,0.869242202,0,P025,3-back,1,0
Synth,0.592196637,0,P025,3-back,1,0
Synth,1.087972185,0,P025,3-back,1,0
Synth,0.582642388,0,P025,3-back,1,0
Synth,0.713238151,0,P025,3-back,1,0
Synth,0.826197744,0,P025,3-back,1,0
Synth,1.015359977,0,P025,3-back,1,0
Synth,0.819430498,1,P025,3-back,0,0
Synth,0.735202149,0,P025,3-back,1,0
Synth,0.934711745,0,P025,3-back,1,0
Synth,0.672084803,0,P025,3-back,1,0
Synth,1.301117682,1,P025,3-back,0,0
Synth,0.854181343,0,P025,3-back,1,0
Synth,0.864455945,0,P025,3-back,1,0
Synth,0.723144924,0,P025,3-back,1,0
Synth,0.981999147,0,P025,3-back,1,0
Synth,0.907900757,0,P025,3-back,1,0
Synth,0.926171577,0,P025,3-back,1,0
Synth,0.658835656,0,P025,3-back,1,0
Synth,0.804191661,0,P025,3-back,1,0
Synth,0.869751238,0,P025,3-back,1,0
Synth,1.436419125,0,P025,3-back,1,0
Synth,0.746523877,0,P025,3-back,1,0
Synth,0.706401073,0,P025,3-back,1,0
Synth,0.835198268,0,P025,3-back,1,0
Synth,0.80399776,0,P025,3-back,1,0
Synth,0.529360409,0,P025,3-back,1,0
Synth,0.71740184,0,P025,3-back,1,0
Synth,0.876447582,0,P025,3-back,1,0
Synth,1.192250826,1,P025,3-back,0,0
Synth,0.640969818,0,P025,3-back,1,0
Synth,0.812520193,0,P025,3-back,1,0
Synth,0.684806974,0,P025,3-back,1,0
Synth,0.548240029,1,P025,3-back,0,0
Synth,0.738973514,0,P025,3-back,1,0
Synth,0.56316987,0,P025,3-back,1,0
Synth,0.902404725,0,P025,3-back,1,0
Synth,0.706369246,0,P025,3-back,1,0
Synth,0.801016649,0,P025,3-back,1,0
Synth,0.536207429,0,P025,3-back,1,0
Synth,1.028553381,0,P025,3-back,1,0
Synth,0.921258716,0,P025,3-back,1,0
Synth,0.752138845,0,P025,3-back,1,0
Synth,0.537135462,0,P025,3-back,1,0
Synth,0.481302835,0,P025,3-back,1,0
Synth,0.668571647,0,P025,3-back,1,0
Synth,0.729048175,0,P025,3-back,1,0
Synth,0.811256041,0,P025,3-back,1,0
Synth,1.050412888,0,P025,3-back,1,0
Synth,0.539021165,0,P025,3-back,1,0
Synth,0.429155179,0,P025,3-back,1,0
Synth,0.989437417,0,P025,3-back,1,0
Synth,1.262755873,0,P025,3-back,1,0
Synth,1.345324485,0,P025,3-back,1,0
Synth,0.706024702,0,P025,3-back,1,0
Synth,0.675360773,1,P025,3-back,0,0
Synth,1.377018049,0,P025,3-back,1,0
Synth,1.031059968,0,P025,3-back,1,0
Synth,0.746381669,0,P025,3-back,1,0
Synth,0.647877789,0,P025,3-back,1,0
Synth,0.460076027,0,P025,3-back,1,0
Synth,0.706803406,0,P025,3-back,1,0
Synth,0.833098727,0,P025,3-back,1,0
Synth,0.455765967,0,P025,3-back,1,0
Synth,0.385060201,0,P025,3-back,1,0
Synth,0.780372951,0,P025,3-back,1,0
Synth,0.753844322,0,P025,3-back,1,0
Synth,0.666335114,0,P025,3-back,1,0
Synth,0.817982644,0,P025,3-back,1,0
Synth,2.107851049,0,P025,3-back,1,0
Synth,0.565601677,1,P025,3-back,0,0
Synth,1.17883488,0,P025,3-back,1,0
Synth,0.733861449,0,P025,3-back,1,0
Synth,0.783411145,0,P025,3-back,1,0
Synth,0.635546582,0,P025,3-back,1,0
Synth,0.595752354,0,P025,3-back,1,0
Synth,0.780939628,0,P025,3-back,1,0
Synth,0.775729966,0,P025,3-back,1,0
Synth,0.572390532,0,P025,3-back,1,0
Synth,0.362550646,1,P025,3-back,0,0
Synth,1.049330231,0,P025,3-back,1,0
Synth,0.501248421,0,P025,3-back,1,0
Synth,1.033116038,0,P025,3-back,1,0
Synth,0.492533075,0,P025,3-back,1,0
Synth,0.488439789,0,P025,3-back,1,0
Synth,0.963468621,0,P025,3-back,1,0
Synth,0.993702958,0,P025,3-back,1,0
Synth,0.434731197,0,P025,3-back,1,0
Synth,0.663076412,0,P025,3-back,1,0
Synth,0.641395595,0,P025,3-back,1,0
Synth,2.698041796,0,P025,3-back,1,0
Synth,0.658154504,0,P025,3-back,1,0
Synth,0.620056978,1,P025,3-back,0,0
Synth,0.7259743,0,P025,3-back,1,0
Synth,0.624157186,0,P025,3-back,1,0
Synth,0.992799673,0,P025,3-back,1,0
Synth,0.812521029,0,P025,3-back,1,0
Synth,0.944090009,1,P025,3-back,0,0
Synth,0.360524701,0,P025,3-back,1,0
Synth,0.697316785,0,P025,3-back,1,0
Synth,0.997734021,0,P025,3-back,1,0
Synth,0.420877976,0,P025,3-back,1,0
Synth,0.899470521,0,P025,3-back,1,0
Synth,0.691286283,0,P025,3-back,1,0
Synth,0.643080808,0,P025,3-back,1,0
Synth,0.518183812,0,P025,3-back,1,0
Synth,0.740433312,0,P025,3-back,1,0
Synth,0.725565677,0,P025,3-back,1,0
Synth,0.789531811,0,P025,3-back,1,0
Synth,0.754273666,0,P025,3-back,1,0
Synth,0.603133092,1,P025,3-back,0,0
Synth,0.802263733,0,P025,3-back,1,0
Synth,0.757087175,0,P025,3-back,1,0
Synth,0.860442246,0,P025,3-back,1,0
Synth,1.303194962,1,P025,3-back,0,0
Synth,0.763488042,0,P025,3-back,1,0
Synth,1.022123647,0,P025,3-back,1,0
Synth,0.87170164,0,P025,3-back,1,0
Synth,0.536863204,0,P025,3-back,1,0
Synth,0.74311789,1,P025,3-back,0,0
Synth,0.683436762,0,P025,3-back,1,0
Synth,0.594025815,0,P025,3-back,1,0
Synth,1.135527122,0,P025,3-back,1,0
Synth,0.795821977,0,P025,3-back,1,0
Synth,0.485747199,0,P025,3-back,1,0
Synth,0.912910465,0,P025,3-back,1,0
Synth,0.520444667,0,P025,3-back,1,0
Synth,0.779290865,0,P025,3-back,1,0
Synth,0.75058361,0,P025,3-back,1,0
Synth,1.136138625,1,P025,3-back,0,0
Synth,0.949258919,0,P025,3-back,1,0
Synth,1.343586634,0,P025,3-back,1,0
Synth,0.512706956,0,P025,3-back,1,0
Synth,0.708286224,1,P025,3-back,0,0
Synth,1.518938106,0,P025,3-back,1,0
Synth,0.68253881,0,P025,3-back,1,0
Synth,0.65356715,0,P025,3-back,1,0
Synth,0.662681833,0,P025,3-back,1,0
Synth,1.004260952,1,P025,3-back,0,0
Synth,0.493355665,0,P025,3-back,1,0
Synth,0.841464275,0,P025,3-back,1,0
Synth,0.851204484,0,P025,3-back,1,0
Synth,0.971574088,0,P025,3-back,1,0
Synth,0.814045912,0,P025,3-back,1,0
Synth,0.835666068,0,P025,3-back,1,0
Synth,0.899691821,0,P025,3-back,1,0
Synth,1.474390987,1,P025,3-back,0,0
Synth,0.692531315,0,P025,3-back,1,0
Synth,0.608094389,0,P025,3-back,1,0
Synth,0.753678838,0,P025,3-back,1,0
Synth,0.900107677,0,P025,3-back,1,0
Synth,0.76245375,1,P025,3-back,0,0
Synth,1.303575333,0,P025,3-back,1,0
Synth,0.73520023,0,P025,3-back,1,0
Synth,0.741492647,0,P025,3-back,1,0
Synth,0.497157962,0,P025,3-back,1,0
Synth,0.835314893,0,P025,3-back,1,0
Synth,0.63526272,1,P025,3-back,0,0
Synth,0.730535732,0,P025,3-back,1,0
Synth,0.999000014,1,P025,3-back,0,0
Synth,1.028143032,0,P025,3-back,1,0
Synth,0.698011046,0,P025,3-back,1,0
Synth,0.457577145,1,P025,3-back,0,0
Synth,0.673707721,0,P025,3-back,1,0
Synth,0.573665808,0,P025,3-back,1,0
Synth,0.423610165,1,P025,3-back,0,0
Synth,1.192132041,0,P025,3-back,1,0
Synth,0.937902366,0,P025,3-back,1,0
Synth,0.952991285,0,P025,3-back,1,0
Synth,0.659545201,0,P025,3-back,1,0
Synth,1.113228701,0,P025,3-back,1,0
Synth,0.856969632,0,P025,3-back,1,0
Synth,0.739697798,1,P025,3-back,0,0
Synth,0.51496546,0,P025,3-back,1,0
Synth,1.711594672,0,P025,3-back,1,0
Synth,0.722806361,0,P025,3-back,1,0
Synth,0.495026779,0,P025,3-back,1,0
Synth,0.884476085,0,P025,3-back,1,0
Synth,0.553627303,0,P025,3-back,1,0
Synth,1.039000204,0,P025,3-back,1,0
Synth,0.869223699,0,P025,3-back,1,0
Synth,1.011574148,0,P025,3-back,1,0
Synth,0.92426832,0,P025,3-back,1,0
Synth,0.421024877,0,P025,3-back,1,0
Synth,0.947634961,0,P025,3-back,1,0
Synth,0.485939497,0,P025,3-back,1,0
Synth,0.81530601,0,P025,3-back,1,0
Synth,0.496325985,0,P025,3-back,1,0
Synth,0.88363209,0,P025,3-back,1,0
Synth,0.914973405,0,P025,3-back,1,0
Synth,0.596225775,0,P025,3-back,1,0
Synth,0.933823304,0,P025,3-back,1,0
Synth,0.499649086,0,P025,3-back,1,0
Synth,0.666907454,0,P025,3-back,1,0
Synth,0.939961502,0,P025,3-back,1,0
Synth,1.040891277,0,P025,3-back,1,0
Synth,0.583554256,0,P025,3-back,1,0
Synth,0.565817359,0,P025,3-back,1,0
Synth,0.961242397,0,P025,3-back,1,0
Synth,0.831538173,0,P025,3-back,1,0
Synth,0.599589522,0,P025,3-back,1,0
Synth,0.633238694,0,P025,3-back,1,0
Synth,0.589937798,0,P025,3-back,1,0
Synth,0.843531364,0,P025,3-back,1,0
Synth,0.878754081,0,P025,3-back,1,0
Synth,1.179762423,0,P025,3-back,1,0
Synth,0.955563092,0,P025,3-back,1,0
Synth,0.570013474,0,P025,3-back,1,0
Synth,0.899592142,0,P025,3-back,1,0
Synth,0.502133547,0,P025,3-back,1,0
Synth,0.788576835,0,P025,3-back,1,0
Synth,0.902900626,0,P025,3-back,1,0
Synth,1.131082146,0,P025,3-back,1,0
Synth,0.745259026,0,P025,3-back,1,0
Synth,0.980814456,0,P025,3-back,1,0
Synth,1.196315273,0,P025,3-back,1,0
Synth,0.450081652,0,P025,3-back,1,0
Synth,0.57395652,0,P025,3-back,1,0
Synth,0.721284866,0,P025,3-back,1,0
Synth,0.612169929,0,P025,3-back,1,0
Synth,0.943307827,0,P025,3-back,1,0
Synth,0.597593908,0,P025,3-back,1,0
Synth,0.484523918,0,P025,3-back,1,0
Synth,0.768605207,0,P025,3-back,1,0
Synth,1.030452267,0,P025,3-back,1,0
Synth,1.278344707,0,P025,3-back,1,0
Synth,1.062489269,0,P025,3-back,1,0
Synth,0.634702036,0,P025,3-back,1,0
Synth,0.602618959,1,P025,3-back,0,0
Synth,0.706406674,0,P025,3-back,1,0
Synth,0.783682476,0,P025,3-back,1,0
Synth,0.462396283,0,P025,3-back,1,0
Synth,0.795823592,0,P025,3-back,1,0
Synth,0.623807004,0,P025,3-back,1,0
Synth,0.594442971,1,P025,3-back,0,0
Synth,0.669109465,0,P025,3-back,1,0
Synth,0.464027634,0,P025,3-back,1,0
Synth,0.963427634,1,P025,3-back,0,0
Synth,0.56862829,0,P025,3-back,1,0
Synth,0.590720036,0,P025,3-back,1,0
Synth,0.514893782,0,P025,3-back,1,0
Synth,1.641942504,0,P025,3-back,1,0
Synth,0.649785036,0,P025,3-back,1,0
Synth,0.628340772,0,P025,3-back,1,0
Synth,1.023488584,0,P025,3-back,1,0
Synth,1.858937035,0,P025,3-back,1,0
Synth,0.92909612,1,P025,3-back,0,0
Synth,0.651725519,1,P025,3-back,0,0
Synth,0.607703344,0,P025,3-back,1,0
Synth,0.850979302,0,P025,3-back,1,0
Synth,1.080910663,1,P025,3-back,0,0
Synth,1.004789006,0,P025,3-back,1,0
Synth,1.047168197,0,P025,3-back,1,0
Synth,0.770995549,0,P025,3-back,1,0
Synth,1.772360791,0,P025,3-back,1,0
Synth,0.8753424,0,P025,3-back,1,0
Synth,0.72448089,0,P025,3-back,1,0
Synth,0.470987423,0,P025,3-back,1,0
Synth,0.613461026,0,P025,3-back,1,0
Synth,0.858284904,0,P025,3-back,1,0
Synth,0.565321218,0,P025,3-back,1,0
Synth,0.82711272,0,P025,3-back,1,0
Synth,0.521155623,0,P025,3-back,1,0
Synth,0.498715803,0,P025,3-back,1,0
Synth,0.718741349,1,P025,3-back,0,0
Synth,0.364678132,0,P025,3-back,1,0
Synth,0.59242062,0,P025,3-back,1,0
Synth,0.520301503,1,P025,3-back,0,0
Synth,0.527874722,1,P025,3-back,0,0
Synth,0.684504119,0,P025,3-back,1,0
Synth,0.902820792,1,P025,3-back,0,0
Synth,0.879927006,0,P025,3-back,1,0
Synth,0.962266214,0,P025,3-back,1,0
Synth,0.463805516,0,P025,3-back,1,0
Synth,0.568155862,0,P025,3-back,1,0
Synth,0.815559983,0,P025,3-back,1,0
Synth,0.808824161,0,P025,3-back,1,0
Synth,0.551177908,0,P025,3-back,1,0
Synth,1.08568808,0,P025,3-back,1,0
Synth,0.539184615,0,P025,3-back,1,0
Synth,1.035562874,0,P025,3-back,1,0
Synth,0.943887963,0,P025,3-back,1,0
Synth,0.713297526,0,P025,3-back,1,0
Synth,0.469989251,0,P025,3-back,1,0
Synth,0.604760395,0,P025,3-back,1,0
Synth,0.824453078,0,P025,3-back,1,0
Synth,0.429076877,0,P025,3-back,1,0
Synth,0.528214457,0,P025,3-back,1,0
Synth,0.732439395,0,P025,3-back,1,0
Synth,0.640983443,0,P025,3-back,1,0
Synth,0.521179431,0,P025,3-back,1,0
Synth,0.946920614,1,P025,3-back,0,0
Synth,0.51485754,0,P025,3-back,1,0
Synth,0.702878278,0,P025,3-back,1,0
Synth,1.079996338,0,P025,3-back,1,0
Synth,0.871309028,0,P025,3-back,1,0
Synth,0.5215637,0,P025,3-back,1,0
Synth,0.774236,0,P025,3-back,1,0
Synth,0.400331111,0,P025,3-back,1,0
Synth,0.56220821,0,P025,3-back,1,0
Synth,0.618599469,0,P025,3-back,1,0
Synth,0.54872589,0,P025,3-back,1,0
Synth,0.790439353,1,P025,3-back,0,0
Synth,0.996303506,0,P025,3-back,1,0
Synth,0.897997595,0,P025,3-back,1,0
Synth,0.695367028,0,P025,3-back,1,0
Synth,1.041273742,1,P025,3-back,0,0
Synth,0.674500522,0,P025,3-back,1,0
Synth,0.41173685,0,P025,3-back,1,0
Synth,1.017189376,0,P025,3-back,1,0
Synth,0.434011613,0,P025,3-back,1,0
Synth,0.536258744,0,P025,3-back,1,0
Synth,1.306032766,0,P025,3-back,1,0
Synth,0.431736838,0,P025,3-back,1,0
Synth,0.576477667,0,P025,3-back,1,0
Synth,0.910078031,0,P025,3-back,1,0
Synth,0.629052982,1,P025,3-back,0,0
Synth,0.638120429,0,P025,3-back,1,0
Synth,0.96217009,0,P025,3-back,1,0
Synth,0.56181809,0,P025,3-back,1,0
Synth,0.837607339,1,P025,3-back,0,0
Synth,1.008732014,1,P025,3-back,0,0
Synth,0.726347132,0,P025,3-back,1,0
Synth,0.804987854,0,P025,3-back,1,0
Synth,0.569638882,0,P025,3-back,1,0
Synth,0.824090785,0,P025,3-back,1,0
Synth,0.748228648,0,P025,3-back,1,0
Synth,0.618899267,0,P025,3-back,1,0
Synth,0.626719769,0,P025,3-back,1,0
Synth,0.794834818,0,P025,3-back,1,0
Synth,0.569476105,0,P025,3-back,1,0
Synth,0.718146801,0,P025,3-back,1,0
Synth,0.941189089,0,P025,3-back,1,0
Synth,0.797154028,0,P025,3-back,1,0
Synth,0.928263586,0,P025,3-back,1,0
Synth,0.855686394,0,P025,3-back,1,0
Synth,0.724660605,0,P025,3-back,1,0
